ID,Glottocode,Parameter_ID,Value,Coder,Source
sout2982-align-noun,sout2982,align-noun,accusative,AWM,moshinsky1974pomo[94-98]
sout2982-align-pro,sout2982,align-pro,accusative,AWM,moshinsky1974pomo[94-98]
sout2982-align-index,sout2982,align-index,no marking,AWM,moshinsky1974pomo[94-98]
sout2982-align-noun-nl,sout2982,align-noun-nl,accusative,AWM,moshinsky1974pomo[94-98]
sout2982-align-pro-nl,sout2982,align-pro-nl,accusative,AWM,moshinsky1974pomo[94-98]
sout2982-align-index-nl,sout2982,align-index-nl,no marking,AWM,moshinsky1974pomo[94-98]
sout2982-ref-ergative,sout2982,ref-ergative,False,AWM,moshinsky1974pomo[94-98]
sout2982-ref-ergative-domain,sout2982,ref-ergative-domain,NA,AWM,moshinsky1974pomo[94-98]
sout2982-ref-tripartite,sout2982,ref-tripartite,False,AWM,moshinsky1974pomo[94-98]
sout2982-ref-tripartite-domain,sout2982,ref-tripartite-domain,NA,AWM,moshinsky1974pomo[94-98]
sout2982-ref-horizontal,sout2982,ref-horizontal,False,AWM,moshinsky1974pomo[94-98]
sout2982-ref-horizontal-domain,sout2982,ref-horizontal-domain,NA,AWM,moshinsky1974pomo[94-98]
sout2982-ref-sensitive,sout2982,ref-sensitive,False,AWM,moshinsky1974pomo[94-98]
sout2982-ref-sensitive-domain,sout2982,ref-sensitive-domain,NA,AWM,moshinsky1974pomo[94-98]
sout2985-align-noun,sout2985,align-noun,accusative,AWM,"broadbent1964miwok[49-50,92]"
sout2985-align-pro,sout2985,align-pro,accusative,AWM,"broadbent1964miwok[49-50,92]"
sout2985-align-index,sout2985,align-index,sensitive,DI,"broadbent1964miwok[49-50,92]"
sout2985-align-noun-nl,sout2985,align-noun-nl,accusative,AWM,"broadbent1964miwok[49-50,92]"
sout2985-align-pro-nl,sout2985,align-pro-nl,accusative,AWM,"broadbent1964miwok[49-50,92]"
sout2985-align-index-nl,sout2985,align-index-nl,accusative,DI,"broadbent1964miwok[49-50,92]"
sout2985-ref-ergative,sout2985,ref-ergative,False,AWM;DI,"broadbent1964miwok[49-50,92]"
sout2985-ref-ergative-domain,sout2985,ref-ergative-domain,NA,AWM;DI,"broadbent1964miwok[49-50,92]"
sout2985-ref-tripartite,sout2985,ref-tripartite,False,AWM;DI,"broadbent1964miwok[49-50,92]"
sout2985-ref-tripartite-domain,sout2985,ref-tripartite-domain,NA,AWM;DI,"broadbent1964miwok[49-50,92]"
sout2985-ref-horizontal,sout2985,ref-horizontal,False,AWM;DI,"broadbent1964miwok[49-50,92]"
sout2985-ref-horizontal-domain,sout2985,ref-horizontal-domain,NA,AWM;DI,"broadbent1964miwok[49-50,92]"
sout2985-ref-sensitive,sout2985,ref-sensitive,True,AWM;DI,"broadbent1964miwok[49-50,92]"
sout2985-ref-sensitive-domain,sout2985,ref-sensitive-domain,Verb,AWM;DI,"broadbent1964miwok[49-50,92]"
sout2996-align-noun,sout2996,align-noun,accusative,HT,"coler2014muylaq[130-132,198-199,206]"
sout2996-align-pro,sout2996,align-pro,accusative,HT,"coler2014muylaq[130-132,198-199,206]"
sout2996-align-index,sout2996,align-index,sensitive,AWM;HT,"coler2014muylaq[130-132,198-199,206]"
sout2996-align-noun-nl,sout2996,align-noun-nl,accusative,HT,"coler2014muylaq[130-132,198-199,206]"
sout2996-align-pro-nl,sout2996,align-pro-nl,accusative,HT,"coler2014muylaq[130-132,198-199,206]"
sout2996-align-index-nl,sout2996,align-index-nl,accusative,AWM;HT,"coler2014muylaq[130-132,198-199,206]"
sout2996-ref-ergative,sout2996,ref-ergative,False,AWM;HT,"coler2014muylaq[130-132,198-199,206]"
sout2996-ref-ergative-domain,sout2996,ref-ergative-domain,NA,AWM;HT,"coler2014muylaq[130-132,198-199,206]"
sout2996-ref-tripartite,sout2996,ref-tripartite,False,AWM;HT,"coler2014muylaq[130-132,198-199,206]"
sout2996-ref-tripartite-domain,sout2996,ref-tripartite-domain,NA,AWM;HT,"coler2014muylaq[130-132,198-199,206]"
sout2996-ref-horizontal,sout2996,ref-horizontal,False,AWM;HT,"coler2014muylaq[130-132,198-199,206]"
sout2996-ref-horizontal-domain,sout2996,ref-horizontal-domain,NA,AWM;HT,"coler2014muylaq[130-132,198-199,206]"
sout2996-ref-sensitive,sout2996,ref-sensitive,True,AWM;HT,"coler2014muylaq[130-132,198-199,206]"
sout2996-ref-sensitive-domain,sout2996,ref-sensitive-domain,Verb,AWM;HT,"coler2014muylaq[130-132,198-199,206]"
sulk1246-align-noun,sulk1246,align-noun,no marking,AWM,tharp1996sulka[85-101]
sulk1246-align-pro,sulk1246,align-pro,no marking,AWM,tharp1996sulka[85-101]
sulk1246-align-index,sulk1246,align-index,accusative,AWM,tharp1996sulka[85-101]
sulk1246-align-noun-nl,sulk1246,align-noun-nl,no marking,AWM,tharp1996sulka[85-101]
sulk1246-align-pro-nl,sulk1246,align-pro-nl,no marking,AWM,tharp1996sulka[85-101]
sulk1246-align-index-nl,sulk1246,align-index-nl,accusative,AWM,tharp1996sulka[85-101]
sulk1246-ref-ergative,sulk1246,ref-ergative,False,AWM,tharp1996sulka[85-101]
sulk1246-ref-ergative-domain,sulk1246,ref-ergative-domain,NA,AWM,tharp1996sulka[85-101]
sulk1246-ref-tripartite,sulk1246,ref-tripartite,False,AWM,tharp1996sulka[85-101]
sulk1246-ref-tripartite-domain,sulk1246,ref-tripartite-domain,NA,AWM,tharp1996sulka[85-101]
sulk1246-ref-horizontal,sulk1246,ref-horizontal,False,AWM,tharp1996sulka[85-101]
sulk1246-ref-horizontal-domain,sulk1246,ref-horizontal-domain,NA,AWM,tharp1996sulka[85-101]
sulk1246-ref-sensitive,sulk1246,ref-sensitive,False,AWM,tharp1996sulka[85-101]
sulk1246-ref-sensitive-domain,sulk1246,ref-sensitive-domain,NA,AWM,tharp1996sulka[85-101]
sume1241-align-noun,sume1241,align-noun,ergative;no marking,AWM,"jagersma2010descriptive[154-156,208,295]"
sume1241-align-pro,sume1241,align-pro,ergative;no marking,AWM,"jagersma2010descriptive[154-156,208,295]"
sume1241-align-index,sume1241,align-index,ergative,AWM,"jagersma2010descriptive[154-156,208,295]"
sume1241-align-noun-nl,sume1241,align-noun-nl,ergative;no marking,AWM,"jagersma2010descriptive[154-156,208,295]"
sume1241-align-pro-nl,sume1241,align-pro-nl,ergative;no marking,AWM,"jagersma2010descriptive[154-156,208,295]"
sume1241-align-index-nl,sume1241,align-index-nl,ergative,AWM,"jagersma2010descriptive[154-156,208,295]"
sume1241-ref-ergative,sume1241,ref-ergative,True,AWM,"jagersma2010descriptive[154-156,208,295]"
sume1241-ref-ergative-domain,sume1241,ref-ergative-domain,Noun;Pro;Verb,AWM,"jagersma2010descriptive[154-156,208,295]"
sume1241-ref-tripartite,sume1241,ref-tripartite,True,AWM,"jagersma2010descriptive[154-156,208,295]"
sume1241-ref-tripartite-domain,sume1241,ref-tripartite-domain,Verb,AWM,"jagersma2010descriptive[154-156,208,295]"
sume1241-ref-horizontal,sume1241,ref-horizontal,False,AWM,"jagersma2010descriptive[154-156,208,295]"
sume1241-ref-horizontal-domain,sume1241,ref-horizontal-domain,NA,AWM,"jagersma2010descriptive[154-156,208,295]"
sume1241-ref-sensitive,sume1241,ref-sensitive,False,AWM,"jagersma2010descriptive[154-156,208,295]"
sume1241-ref-sensitive-domain,sume1241,ref-sensitive-domain,NA,AWM,"jagersma2010descriptive[154-156,208,295]"
swam1239-align-noun,swam1239,align-noun,no marking,DI,"ellis1983cree[149,25]"
swam1239-align-pro,swam1239,align-pro,NA,DI,"ellis1983cree[149,25]"
swam1239-align-index,swam1239,align-index,sensitive,DI,"ellis1983cree[149,25]"
swam1239-align-noun-nl,swam1239,align-noun-nl,no marking,DI,"ellis1983cree[149,25]"
swam1239-align-pro-nl,swam1239,align-pro-nl,NA,DI,"ellis1983cree[149,25]"
swam1239-align-index-nl,swam1239,align-index-nl,sensitive,DI,"ellis1983cree[149,25]"
swam1239-ref-ergative,swam1239,ref-ergative,False,DI,"ellis1983cree[149,25]"
swam1239-ref-ergative-domain,swam1239,ref-ergative-domain,NA,DI,"ellis1983cree[149,25]"
swam1239-ref-tripartite,swam1239,ref-tripartite,False,DI,"ellis1983cree[149,25]"
swam1239-ref-tripartite-domain,swam1239,ref-tripartite-domain,NA,DI,"ellis1983cree[149,25]"
swam1239-ref-horizontal,swam1239,ref-horizontal,False,DI,"ellis1983cree[149,25]"
swam1239-ref-horizontal-domain,swam1239,ref-horizontal-domain,NA,DI,"ellis1983cree[149,25]"
swam1239-ref-sensitive,swam1239,ref-sensitive,True,DI,"ellis1983cree[149,25]"
swam1239-ref-sensitive-domain,swam1239,ref-sensitive-domain,Verb,DI,"ellis1983cree[149,25]"
tabo1241-align-noun,tabo1241,align-noun,ergative;overt neutral,AWM;HT,"schlatter2003tabo[142,17,219,43-44,70-71,77]"
tabo1241-align-pro,tabo1241,align-pro,ergative;overt neutral,AWM;HT,"schlatter2003tabo[142,17,219,43-44,70-71,77]"
tabo1241-align-index,tabo1241,align-index,sensitive,AWM,"schlatter2003tabo[142,17,219,43-44,70-71,77]"
tabo1241-align-noun-nl,tabo1241,align-noun-nl,ergative;overt neutral,AWM;HT,"schlatter2003tabo[142,17,219,43-44,70-71,77]"
tabo1241-align-pro-nl,tabo1241,align-pro-nl,ergative;overt neutral,AWM;HT,"schlatter2003tabo[142,17,219,43-44,70-71,77]"
tabo1241-align-index-nl,tabo1241,align-index-nl,accusative,AWM,"schlatter2003tabo[142,17,219,43-44,70-71,77]"
tabo1241-ref-ergative,tabo1241,ref-ergative,True,AWM;HT,"schlatter2003tabo[142,17,219,43-44,70-71,77]"
tabo1241-ref-ergative-domain,tabo1241,ref-ergative-domain,Noun;Pro,AWM;HT,"schlatter2003tabo[142,17,219,43-44,70-71,77]"
tabo1241-ref-tripartite,tabo1241,ref-tripartite,False,AWM;HT,"schlatter2003tabo[142,17,219,43-44,70-71,77]"
tabo1241-ref-tripartite-domain,tabo1241,ref-tripartite-domain,NA,AWM;HT,"schlatter2003tabo[142,17,219,43-44,70-71,77]"
tabo1241-ref-horizontal,tabo1241,ref-horizontal,False,AWM;HT,"schlatter2003tabo[142,17,219,43-44,70-71,77]"
tabo1241-ref-horizontal-domain,tabo1241,ref-horizontal-domain,NA,AWM;HT,"schlatter2003tabo[142,17,219,43-44,70-71,77]"
tabo1241-ref-sensitive,tabo1241,ref-sensitive,True,AWM;HT,"schlatter2003tabo[142,17,219,43-44,70-71,77]"
tabo1241-ref-sensitive-domain,tabo1241,ref-sensitive-domain,Verb,AWM;HT,"schlatter2003tabo[142,17,219,43-44,70-71,77]"
taia1239-align-noun,taia1239,align-noun,ergative;no marking,AWM;HT,"kulick2019grammar[109-117,84-85]"
taia1239-align-pro,taia1239,align-pro,ergative;no marking,AWM;HT,"kulick2019grammar[109-117,84-85]"
taia1239-align-index,taia1239,align-index,accusative,AWM;HT,"kulick2019grammar[109-117,84-85]"
taia1239-align-noun-nl,taia1239,align-noun-nl,ergative;no marking,AWM;HT,"kulick2019grammar[109-117,84-85]"
taia1239-align-pro-nl,taia1239,align-pro-nl,ergative;no marking,AWM;HT,"kulick2019grammar[109-117,84-85]"
taia1239-align-index-nl,taia1239,align-index-nl,accusative,AWM;HT,"kulick2019grammar[109-117,84-85]"
taia1239-ref-ergative,taia1239,ref-ergative,True,AWM;HT,"kulick2019grammar[109-117,84-85]"
taia1239-ref-ergative-domain,taia1239,ref-ergative-domain,Noun;Pro,AWM;HT,"kulick2019grammar[109-117,84-85]"
taia1239-ref-tripartite,taia1239,ref-tripartite,False,AWM;HT,"kulick2019grammar[109-117,84-85]"
taia1239-ref-tripartite-domain,taia1239,ref-tripartite-domain,NA,AWM;HT,"kulick2019grammar[109-117,84-85]"
taia1239-ref-horizontal,taia1239,ref-horizontal,False,AWM;HT,"kulick2019grammar[109-117,84-85]"
taia1239-ref-horizontal-domain,taia1239,ref-horizontal-domain,NA,AWM;HT,"kulick2019grammar[109-117,84-85]"
taia1239-ref-sensitive,taia1239,ref-sensitive,False,AWM;HT,"kulick2019grammar[109-117,84-85]"
taia1239-ref-sensitive-domain,taia1239,ref-sensitive-domain,NA,AWM;HT,"kulick2019grammar[109-117,84-85]"
take1257-align-noun,take1257,align-noun,no marking,AWM;HT,kendall1997takelma[21-39]
take1257-align-pro,take1257,align-pro,no marking,AWM;HT,kendall1997takelma[21-39]
take1257-align-index,take1257,align-index,sensitive,AWM;HT,kendall1997takelma[21-39]
take1257-align-noun-nl,take1257,align-noun-nl,no marking,AWM;HT,kendall1997takelma[21-39]
take1257-align-pro-nl,take1257,align-pro-nl,no marking,AWM;HT,kendall1997takelma[21-39]
take1257-align-index-nl,take1257,align-index-nl,tripartite,AWM;HT,kendall1997takelma[21-39]
take1257-ref-ergative,take1257,ref-ergative,False,AWM;HT,kendall1997takelma[21-39]
take1257-ref-ergative-domain,take1257,ref-ergative-domain,NA,AWM;HT,kendall1997takelma[21-39]
take1257-ref-tripartite,take1257,ref-tripartite,True,AWM;HT,kendall1997takelma[21-39]
take1257-ref-tripartite-domain,take1257,ref-tripartite-domain,Verb,AWM;HT,kendall1997takelma[21-39]
take1257-ref-horizontal,take1257,ref-horizontal,True,AWM;HT,kendall1997takelma[21-39]
take1257-ref-horizontal-domain,take1257,ref-horizontal-domain,Verb,AWM;HT,kendall1997takelma[21-39]
take1257-ref-sensitive,take1257,ref-sensitive,True,AWM;HT,kendall1997takelma[21-39]
take1257-ref-sensitive-domain,take1257,ref-sensitive-domain,Verb,AWM;HT,kendall1997takelma[21-39]
tari1256-align-noun,tari1256,align-noun,accusative;no marking,AWM,aikhenvald2003tarianagrammar[139-140]
tari1256-align-pro,tari1256,align-pro,accusative,AWM,aikhenvald2003tarianagrammar[139-140]
tari1256-align-index,tari1256,align-index,accusative,DI;HT,aikhenvald2003tarianagrammar[139-140]
tari1256-align-noun-nl,tari1256,align-noun-nl,accusative;no marking,AWM,aikhenvald2003tarianagrammar[139-140]
tari1256-align-pro-nl,tari1256,align-pro-nl,accusative,AWM,aikhenvald2003tarianagrammar[139-140]
tari1256-align-index-nl,tari1256,align-index-nl,accusative,DI;HT,aikhenvald2003tarianagrammar[139-140]
tari1256-ref-ergative,tari1256,ref-ergative,True,AWM;DI;HT,aikhenvald2003tarianagrammar[139-140]
tari1256-ref-ergative-domain,tari1256,ref-ergative-domain,Verb,AWM;DI;HT,aikhenvald2003tarianagrammar[139-140]
tari1256-ref-tripartite,tari1256,ref-tripartite,False,AWM;DI;HT,aikhenvald2003tarianagrammar[139-140]
tari1256-ref-tripartite-domain,tari1256,ref-tripartite-domain,NA,AWM;DI;HT,aikhenvald2003tarianagrammar[139-140]
tari1256-ref-horizontal,tari1256,ref-horizontal,False,AWM;DI;HT,aikhenvald2003tarianagrammar[139-140]
tari1256-ref-horizontal-domain,tari1256,ref-horizontal-domain,NA,AWM;DI;HT,aikhenvald2003tarianagrammar[139-140]
tari1256-ref-sensitive,tari1256,ref-sensitive,False,AWM;DI;HT,aikhenvald2003tarianagrammar[139-140]
tari1256-ref-sensitive-domain,tari1256,ref-sensitive-domain,NA,AWM;DI;HT,aikhenvald2003tarianagrammar[139-140]
tehu1242-align-noun,tehu1242,align-noun,ergative,AWM;DI,"garay1998tehuelche[119-120,180-199,313-315]"
tehu1242-align-pro,tehu1242,align-pro,ergative,AWM;DI,"garay1998tehuelche[119-120,180-199,313-315]"
tehu1242-align-index,tehu1242,align-index,tripartite,AWM;DI,"garay1998tehuelche[119-120,180-199,313-315]"
tehu1242-align-noun-nl,tehu1242,align-noun-nl,ergative,AWM;DI,"garay1998tehuelche[119-120,180-199,313-315]"
tehu1242-align-pro-nl,tehu1242,align-pro-nl,ergative,AWM;DI,"garay1998tehuelche[119-120,180-199,313-315]"
tehu1242-align-index-nl,tehu1242,align-index-nl,tripartite,AWM;DI,"garay1998tehuelche[119-120,180-199,313-315]"
tehu1242-ref-ergative,tehu1242,ref-ergative,True,AWM;DI,"garay1998tehuelche[119-120,180-199,313-315]"
tehu1242-ref-ergative-domain,tehu1242,ref-ergative-domain,Noun;Pro;Verb,AWM;DI,"garay1998tehuelche[119-120,180-199,313-315]"
tehu1242-ref-tripartite,tehu1242,ref-tripartite,True,AWM;DI,"garay1998tehuelche[119-120,180-199,313-315]"
tehu1242-ref-tripartite-domain,tehu1242,ref-tripartite-domain,Verb,AWM;DI,"garay1998tehuelche[119-120,180-199,313-315]"
tehu1242-ref-horizontal,tehu1242,ref-horizontal,True,AWM;DI,"garay1998tehuelche[119-120,180-199,313-315]"
tehu1242-ref-horizontal-domain,tehu1242,ref-horizontal-domain,Verb,AWM;DI,"garay1998tehuelche[119-120,180-199,313-315]"
tehu1242-ref-sensitive,tehu1242,ref-sensitive,False,AWM;DI,"garay1998tehuelche[119-120,180-199,313-315]"
tehu1242-ref-sensitive-domain,tehu1242,ref-sensitive-domain,NA,AWM;DI,"garay1998tehuelche[119-120,180-199,313-315]"
teri1250-align-noun,teri1250,align-noun,sensitive,AWM;HT,quesada2000teribe
teri1250-align-pro,teri1250,align-pro,accusative,AWM;HT,quesada2000teribe
teri1250-align-index,teri1250,align-index,no marking,AWM;HT,quesada2000teribe
teri1250-align-noun-nl,teri1250,align-noun-nl,sensitive,AWM;HT,quesada2000teribe
teri1250-align-pro-nl,teri1250,align-pro-nl,accusative,AWM;HT,quesada2000teribe
teri1250-align-index-nl,teri1250,align-index-nl,no marking,AWM;HT,quesada2000teribe
teri1250-ref-ergative,teri1250,ref-ergative,False,AWM;HT,quesada2000teribe
teri1250-ref-ergative-domain,teri1250,ref-ergative-domain,NA,AWM;HT,quesada2000teribe
teri1250-ref-tripartite,teri1250,ref-tripartite,False,AWM;HT,quesada2000teribe
teri1250-ref-tripartite-domain,teri1250,ref-tripartite-domain,NA,AWM;HT,quesada2000teribe
teri1250-ref-horizontal,teri1250,ref-horizontal,False,AWM;HT,quesada2000teribe
teri1250-ref-horizontal-domain,teri1250,ref-horizontal-domain,NA,AWM;HT,quesada2000teribe
teri1250-ref-sensitive,teri1250,ref-sensitive,True,AWM;HT,quesada2000teribe
teri1250-ref-sensitive-domain,teri1250,ref-sensitive-domain,Noun,AWM;HT,quesada2000teribe
tete1251-align-noun,tete1251,align-noun,no marking,AWM,tuggy1979tetelcingo[10]
tete1251-align-pro,tete1251,align-pro,no marking,AWM,tuggy1979tetelcingo[10]
tete1251-align-index,tete1251,align-index,accusative,DI,tuggy1979tetelcingo[10]
tete1251-align-noun-nl,tete1251,align-noun-nl,no marking,AWM,tuggy1979tetelcingo[10]
tete1251-align-pro-nl,tete1251,align-pro-nl,no marking,AWM,tuggy1979tetelcingo[10]
tete1251-align-index-nl,tete1251,align-index-nl,accusative,DI,tuggy1979tetelcingo[10]
tete1251-ref-ergative,tete1251,ref-ergative,False,AWM;DI,tuggy1979tetelcingo[10]
tete1251-ref-ergative-domain,tete1251,ref-ergative-domain,NA,AWM;DI,tuggy1979tetelcingo[10]
tete1251-ref-tripartite,tete1251,ref-tripartite,False,AWM;DI,tuggy1979tetelcingo[10]
tete1251-ref-tripartite-domain,tete1251,ref-tripartite-domain,NA,AWM;DI,tuggy1979tetelcingo[10]
tete1251-ref-horizontal,tete1251,ref-horizontal,False,AWM;DI,tuggy1979tetelcingo[10]
tete1251-ref-horizontal-domain,tete1251,ref-horizontal-domain,NA,AWM;DI,tuggy1979tetelcingo[10]
tete1251-ref-sensitive,tete1251,ref-sensitive,True,AWM;DI,tuggy1979tetelcingo[10]
tete1251-ref-sensitive-domain,tete1251,ref-sensitive-domain,Verb,AWM;DI,tuggy1979tetelcingo[10]
thay1249-align-noun,thay1249,align-noun,accusative;no marking,HT,"gaby2006kuuk[147,150,165,168-172,213-218]"
thay1249-align-pro,thay1249,align-pro,accusative,HT,"gaby2006kuuk[147,150,165,168-172,213-218]"
thay1249-align-index,thay1249,align-index,no marking,HT,"gaby2006kuuk[147,150,165,168-172,213-218]"
thay1249-align-noun-nl,thay1249,align-noun-nl,accusative;no marking,HT,"gaby2006kuuk[147,150,165,168-172,213-218]"
thay1249-align-pro-nl,thay1249,align-pro-nl,accusative,HT,"gaby2006kuuk[147,150,165,168-172,213-218]"
thay1249-align-index-nl,thay1249,align-index-nl,no marking,HT,"gaby2006kuuk[147,150,165,168-172,213-218]"
thay1249-ref-ergative,thay1249,ref-ergative,False,HT,"gaby2006kuuk[147,150,165,168-172,213-218]"
thay1249-ref-ergative-domain,thay1249,ref-ergative-domain,NA,HT,"gaby2006kuuk[147,150,165,168-172,213-218]"
thay1249-ref-tripartite,thay1249,ref-tripartite,False,HT,"gaby2006kuuk[147,150,165,168-172,213-218]"
thay1249-ref-tripartite-domain,thay1249,ref-tripartite-domain,NA,HT,"gaby2006kuuk[147,150,165,168-172,213-218]"
thay1249-ref-horizontal,thay1249,ref-horizontal,False,HT,"gaby2006kuuk[147,150,165,168-172,213-218]"
thay1249-ref-horizontal-domain,thay1249,ref-horizontal-domain,NA,HT,"gaby2006kuuk[147,150,165,168-172,213-218]"
thay1249-ref-sensitive,thay1249,ref-sensitive,False,HT,"gaby2006kuuk[147,150,165,168-172,213-218]"
thay1249-ref-sensitive-domain,thay1249,ref-sensitive-domain,NA,HT,"gaby2006kuuk[147,150,165,168-172,213-218]"
ticu1245-align-noun,ticu1245,align-noun,accusative,AWM;HT,"bertet2020tikuna[195-202,271-273];bertet2023pc"
ticu1245-align-pro,ticu1245,align-pro,accusative,AWM;HT,"bertet2020tikuna[195-202,271-273];bertet2023pc"
ticu1245-align-index,ticu1245,align-index,accusative,AWM;HT,"bertet2020tikuna[195-202,271-273];bertet2023pc"
ticu1245-align-noun-nl,ticu1245,align-noun-nl,accusative,AWM;HT,"bertet2020tikuna[195-202,271-273];bertet2023pc"
ticu1245-align-pro-nl,ticu1245,align-pro-nl,accusative,AWM;HT,"bertet2020tikuna[195-202,271-273];bertet2023pc"
ticu1245-align-index-nl,ticu1245,align-index-nl,accusative,AWM;HT,"bertet2020tikuna[195-202,271-273];bertet2023pc"
ticu1245-ref-ergative,ticu1245,ref-ergative,False,AWM;HT,"bertet2020tikuna[195-202,271-273];bertet2023pc"
ticu1245-ref-ergative-domain,ticu1245,ref-ergative-domain,NA,AWM;HT,"bertet2020tikuna[195-202,271-273];bertet2023pc"
ticu1245-ref-tripartite,ticu1245,ref-tripartite,False,AWM;HT,"bertet2020tikuna[195-202,271-273];bertet2023pc"
ticu1245-ref-tripartite-domain,ticu1245,ref-tripartite-domain,NA,AWM;HT,"bertet2020tikuna[195-202,271-273];bertet2023pc"
ticu1245-ref-horizontal,ticu1245,ref-horizontal,False,AWM;HT,"bertet2020tikuna[195-202,271-273];bertet2023pc"
ticu1245-ref-horizontal-domain,ticu1245,ref-horizontal-domain,NA,AWM;HT,"bertet2020tikuna[195-202,271-273];bertet2023pc"
ticu1245-ref-sensitive,ticu1245,ref-sensitive,False,AWM;HT,"bertet2020tikuna[195-202,271-273];bertet2023pc"
ticu1245-ref-sensitive-domain,ticu1245,ref-sensitive-domain,NA,AWM;HT,"bertet2020tikuna[195-202,271-273];bertet2023pc"
tido1248-align-noun,tido1248,align-noun,no marking,HT,"vanstaden2000tidore[221,77-78,82,92]"
tido1248-align-pro,tido1248,align-pro,no marking,HT,"vanstaden2000tidore[221,77-78,82,92]"
tido1248-align-index,tido1248,align-index,accusative;no marking,HT,"vanstaden2000tidore[221,77-78,82,92]"
tido1248-align-noun-nl,tido1248,align-noun-nl,no marking,HT,"vanstaden2000tidore[221,77-78,82,92]"
tido1248-align-pro-nl,tido1248,align-pro-nl,no marking,HT,"vanstaden2000tidore[221,77-78,82,92]"
tido1248-align-index-nl,tido1248,align-index-nl,accusative;no marking,HT,"vanstaden2000tidore[221,77-78,82,92]"
tido1248-ref-ergative,tido1248,ref-ergative,False,HT,"vanstaden2000tidore[221,77-78,82,92]"
tido1248-ref-ergative-domain,tido1248,ref-ergative-domain,NA,HT,"vanstaden2000tidore[221,77-78,82,92]"
tido1248-ref-tripartite,tido1248,ref-tripartite,False,HT,"vanstaden2000tidore[221,77-78,82,92]"
tido1248-ref-tripartite-domain,tido1248,ref-tripartite-domain,NA,HT,"vanstaden2000tidore[221,77-78,82,92]"
tido1248-ref-horizontal,tido1248,ref-horizontal,False,HT,"vanstaden2000tidore[221,77-78,82,92]"
tido1248-ref-horizontal-domain,tido1248,ref-horizontal-domain,NA,HT,"vanstaden2000tidore[221,77-78,82,92]"
tido1248-ref-sensitive,tido1248,ref-sensitive,False,HT,"vanstaden2000tidore[221,77-78,82,92]"
tido1248-ref-sensitive-domain,tido1248,ref-sensitive-domain,NA,HT,"vanstaden2000tidore[221,77-78,82,92]"
timu1245-align-noun,timu1245,align-noun,no marking,HT,"granberry1993timucua[107-110,83-84]"
timu1245-align-pro,timu1245,align-pro,no marking,HT,"granberry1993timucua[107-110,83-84]"
timu1245-align-index,timu1245,align-index,accusative,AWM;HT,"granberry1993timucua[107-110,83-84]"
timu1245-align-noun-nl,timu1245,align-noun-nl,no marking,HT,"granberry1993timucua[107-110,83-84]"
timu1245-align-pro-nl,timu1245,align-pro-nl,no marking,HT,"granberry1993timucua[107-110,83-84]"
timu1245-align-index-nl,timu1245,align-index-nl,accusative,AWM;HT,"granberry1993timucua[107-110,83-84]"
timu1245-ref-ergative,timu1245,ref-ergative,False,AWM;HT,"granberry1993timucua[107-110,83-84]"
timu1245-ref-ergative-domain,timu1245,ref-ergative-domain,NA,AWM;HT,"granberry1993timucua[107-110,83-84]"
timu1245-ref-tripartite,timu1245,ref-tripartite,False,AWM;HT,"granberry1993timucua[107-110,83-84]"
timu1245-ref-tripartite-domain,timu1245,ref-tripartite-domain,NA,AWM;HT,"granberry1993timucua[107-110,83-84]"
timu1245-ref-horizontal,timu1245,ref-horizontal,False,AWM;HT,"granberry1993timucua[107-110,83-84]"
timu1245-ref-horizontal-domain,timu1245,ref-horizontal-domain,NA,AWM;HT,"granberry1993timucua[107-110,83-84]"
timu1245-ref-sensitive,timu1245,ref-sensitive,False,AWM;HT,"granberry1993timucua[107-110,83-84]"
timu1245-ref-sensitive-domain,timu1245,ref-sensitive-domain,NA,AWM;HT,"granberry1993timucua[107-110,83-84]"
tiwi1244-align-noun,tiwi1244,align-noun,no marking,HT,"lee1987tiwi[101-102,248-249]"
tiwi1244-align-pro,tiwi1244,align-pro,no marking,HT,"lee1987tiwi[101-102,248-249]"
tiwi1244-align-index,tiwi1244,align-index,sensitive,AWM;HT,"lee1987tiwi[101-102,248-249]"
tiwi1244-align-noun-nl,tiwi1244,align-noun-nl,no marking,HT,"lee1987tiwi[101-102,248-249]"
tiwi1244-align-pro-nl,tiwi1244,align-pro-nl,no marking,HT,"lee1987tiwi[101-102,248-249]"
tiwi1244-align-index-nl,tiwi1244,align-index-nl,sensitive,AWM;HT,"lee1987tiwi[101-102,248-249]"
tiwi1244-ref-ergative,tiwi1244,ref-ergative,False,AWM;HT,"lee1987tiwi[101-102,248-249]"
tiwi1244-ref-ergative-domain,tiwi1244,ref-ergative-domain,NA,AWM;HT,"lee1987tiwi[101-102,248-249]"
tiwi1244-ref-tripartite,tiwi1244,ref-tripartite,False,AWM;HT,"lee1987tiwi[101-102,248-249]"
tiwi1244-ref-tripartite-domain,tiwi1244,ref-tripartite-domain,NA,AWM;HT,"lee1987tiwi[101-102,248-249]"
tiwi1244-ref-horizontal,tiwi1244,ref-horizontal,False,AWM;HT,"lee1987tiwi[101-102,248-249]"
tiwi1244-ref-horizontal-domain,tiwi1244,ref-horizontal-domain,NA,AWM;HT,"lee1987tiwi[101-102,248-249]"
tiwi1244-ref-sensitive,tiwi1244,ref-sensitive,True,AWM;HT,"lee1987tiwi[101-102,248-249]"
