ID,Glottocode,Selector_ID,Slot,Portmanteau,Role,Reference,Co-argument_role,Co-argument_reference,TAM,DIR/INV,Exemplar,Predicate_class,Miscellaneous_condition,Source,Comment,Coder
kiow1266-465,kiow1266,kiow1266-e-dual-p-indexing-marker,-2,simple,P,3du.ClassC,A,3du.ClassC,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-466,kiow1266,kiow1266-d-d-nonsingular-p-indexing-marker,-1,simple,P,3du.ClassC,A,3du.ClassC,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-467,kiow1266,kiow1266-e-e-dual-a-indexing-marker,-3,simple,A,3du.ClassC,P,3du.ClassD,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-468,kiow1266,kiow1266-e-dual-p-indexing-marker,-2,simple,P,3du.ClassD,A,3du.ClassC,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-469,kiow1266,kiow1266-d-d-nonsingular-p-indexing-marker,-1,simple,P,3du.ClassD,A,3du.ClassC,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-470,kiow1266,kiow1266-e-e-dual-a-indexing-marker,-3,simple,A,3du.ClassD,P,3du.ClassA,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-471,kiow1266,kiow1266-e-dual-p-indexing-marker,-2,simple,P,3du.ClassA,A,3du.ClassD,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-472,kiow1266,kiow1266-d-d-nonsingular-p-indexing-marker,-1,simple,P,3du.ClassA,A,3du.ClassD,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-473,kiow1266,kiow1266-e-e-dual-a-indexing-marker,-3,simple,A,3du.ClassD,P,3du.ClassB,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-474,kiow1266,kiow1266-e-dual-p-indexing-marker,-2,simple,P,3du.ClassB,A,3du.ClassD,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-475,kiow1266,kiow1266-d-d-nonsingular-p-indexing-marker,-1,simple,P,3du.ClassB,A,3du.ClassD,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-476,kiow1266,kiow1266-e-e-dual-a-indexing-marker,-3,simple,A,3du.ClassD,P,3du.ClassC,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-477,kiow1266,kiow1266-e-dual-p-indexing-marker,-2,simple,P,3du.ClassC,A,3du.ClassD,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-478,kiow1266,kiow1266-d-d-nonsingular-p-indexing-marker,-1,simple,P,3du.ClassC,A,3du.ClassD,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-479,kiow1266,kiow1266-e-e-dual-a-indexing-marker,-3,simple,A,3du.ClassD,P,3du.ClassD,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-480,kiow1266,kiow1266-e-dual-p-indexing-marker,-2,simple,P,3du.ClassD,A,3du.ClassD,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-481,kiow1266,kiow1266-d-d-nonsingular-p-indexing-marker,-1,simple,P,3du.ClassD,A,3du.ClassD,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-482,kiow1266,kiow1266-e-e-dual-a-indexing-marker,-3,simple,A,3du.ClassA,P,3du.ClassB,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-483,kiow1266,kiow1266-ia-plural-p-indexing-marker,-2,simple,P,3du.ClassB,A,3du.ClassA,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-484,kiow1266,kiow1266-d-d-nonsingular-p-indexing-marker,-1,simple,P,3du.ClassB,A,3du.ClassA,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-485,kiow1266,kiow1266-e-e-dual-a-indexing-marker,-3,simple,A,3du.ClassA,P,3du.ClassD,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-486,kiow1266,kiow1266-ia-plural-p-indexing-marker,-2,simple,P,3du.ClassD,A,3du.ClassA,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-487,kiow1266,kiow1266-d-d-nonsingular-p-indexing-marker,-1,simple,P,3du.ClassD,A,3du.ClassA,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-488,kiow1266,kiow1266-e-e-dual-a-indexing-marker,-3,simple,A,3du.ClassB,P,3du.ClassB,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-489,kiow1266,kiow1266-ia-plural-p-indexing-marker,-2,simple,P,3du.ClassB,A,3du.ClassB,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-490,kiow1266,kiow1266-d-d-nonsingular-p-indexing-marker,-1,simple,P,3du.ClassB,A,3du.ClassB,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-491,kiow1266,kiow1266-e-e-dual-a-indexing-marker,-3,simple,A,3du.ClassB,P,3du.ClassD,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-492,kiow1266,kiow1266-ia-plural-p-indexing-marker,-2,simple,P,3du.ClassD,A,3du.ClassB,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-493,kiow1266,kiow1266-d-d-nonsingular-p-indexing-marker,-1,simple,P,3du.ClassD,A,3du.ClassB,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-494,kiow1266,kiow1266-e-e-dual-a-indexing-marker,-3,simple,A,3du.ClassC,P,3du.ClassB,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-495,kiow1266,kiow1266-ia-plural-p-indexing-marker,-2,simple,P,3du.ClassB,A,3du.ClassC,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-496,kiow1266,kiow1266-d-d-nonsingular-p-indexing-marker,-1,simple,P,3du.ClassB,A,3du.ClassC,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-497,kiow1266,kiow1266-e-e-dual-a-indexing-marker,-3,simple,A,3du.ClassC,P,3du.ClassD,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-498,kiow1266,kiow1266-ia-plural-p-indexing-marker,-2,simple,P,3du.ClassD,A,3du.ClassC,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-499,kiow1266,kiow1266-d-d-nonsingular-p-indexing-marker,-1,simple,P,3du.ClassD,A,3du.ClassC,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-500,kiow1266,kiow1266-e-e-dual-a-indexing-marker,-3,simple,A,3du.ClassD,P,3du.ClassB,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-501,kiow1266,kiow1266-ia-plural-p-indexing-marker,-2,simple,P,3du.ClassB,A,3du.ClassD,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-502,kiow1266,kiow1266-d-d-nonsingular-p-indexing-marker,-1,simple,P,3du.ClassB,A,3du.ClassD,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-503,kiow1266,kiow1266-e-e-dual-a-indexing-marker,-3,simple,A,3du.ClassD,P,3du.ClassD,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-504,kiow1266,kiow1266-ia-plural-p-indexing-marker,-2,simple,P,3du.ClassD,A,3du.ClassD,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-505,kiow1266,kiow1266-d-d-nonsingular-p-indexing-marker,-1,simple,P,3du.ClassD,A,3du.ClassD,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-506,kiow1266,kiow1266-e-e-dual-a-indexing-marker,-3,simple,A,3du.ClassA,P,3pl.ClassA,any,none,exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-507,kiow1266,kiow1266-e-complementary-number-p-indexing-marker,-2,simple,P,3pl.ClassA,A,3du.ClassA,any,none,exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-508,kiow1266,kiow1266-d-d-nonsingular-p-indexing-marker,-1,simple,P,3pl.ClassA,A,3du.ClassA,any,none,exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-509,kiow1266,kiow1266-e-e-dual-a-indexing-marker,-3,simple,A,3du.ClassA,P,3sg.ClassB,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-510,kiow1266,kiow1266-e-complementary-number-p-indexing-marker,-2,simple,P,3sg.ClassB,A,3du.ClassA,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-511,kiow1266,kiow1266-d-d-nonsingular-p-indexing-marker,-1,simple,P,3sg.ClassB,A,3du.ClassA,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-512,kiow1266,kiow1266-e-e-dual-a-indexing-marker,-3,simple,A,3du.ClassA,P,3sg.ClassC,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-513,kiow1266,kiow1266-e-complementary-number-p-indexing-marker,-2,simple,P,3sg.ClassC,A,3du.ClassA,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-514,kiow1266,kiow1266-d-d-nonsingular-p-indexing-marker,-1,simple,P,3sg.ClassC,A,3du.ClassA,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-515,kiow1266,kiow1266-e-e-dual-a-indexing-marker,-3,simple,A,3du.ClassA,P,3pl.ClassC,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-516,kiow1266,kiow1266-e-complementary-number-p-indexing-marker,-2,simple,P,3pl.ClassC,A,3du.ClassA,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-517,kiow1266,kiow1266-d-d-nonsingular-p-indexing-marker,-1,simple,P,3pl.ClassC,A,3du.ClassA,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-518,kiow1266,kiow1266-e-e-dual-a-indexing-marker,-3,simple,A,3du.ClassB,P,3pl.ClassA,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-519,kiow1266,kiow1266-e-complementary-number-p-indexing-marker,-2,simple,P,3pl.ClassA,A,3du.ClassB,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-520,kiow1266,kiow1266-d-d-nonsingular-p-indexing-marker,-1,simple,P,3pl.ClassA,A,3du.ClassB,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-521,kiow1266,kiow1266-e-e-dual-a-indexing-marker,-3,simple,A,3du.ClassB,P,3sg.ClassB,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-522,kiow1266,kiow1266-e-complementary-number-p-indexing-marker,-2,simple,P,3sg.ClassB,A,3du.ClassB,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-523,kiow1266,kiow1266-d-d-nonsingular-p-indexing-marker,-1,simple,P,3sg.ClassB,A,3du.ClassB,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-524,kiow1266,kiow1266-e-e-dual-a-indexing-marker,-3,simple,A,3du.ClassB,P,3sg.ClassC,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-525,kiow1266,kiow1266-e-complementary-number-p-indexing-marker,-2,simple,P,3sg.ClassC,A,3du.ClassB,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-526,kiow1266,kiow1266-d-d-nonsingular-p-indexing-marker,-1,simple,P,3sg.ClassC,A,3du.ClassB,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-527,kiow1266,kiow1266-e-e-dual-a-indexing-marker,-3,simple,A,3du.ClassB,P,3pl.ClassC,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-528,kiow1266,kiow1266-e-complementary-number-p-indexing-marker,-2,simple,P,3pl.ClassC,A,3du.ClassB,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-529,kiow1266,kiow1266-d-d-nonsingular-p-indexing-marker,-1,simple,P,3pl.ClassC,A,3du.ClassB,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-530,kiow1266,kiow1266-e-e-dual-a-indexing-marker,-3,simple,A,3du.ClassC,P,3pl.ClassA,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-531,kiow1266,kiow1266-e-complementary-number-p-indexing-marker,-2,simple,P,3pl.ClassA,A,3du.ClassC,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-532,kiow1266,kiow1266-d-d-nonsingular-p-indexing-marker,-1,simple,P,3pl.ClassA,A,3du.ClassC,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-533,kiow1266,kiow1266-e-e-dual-a-indexing-marker,-3,simple,A,3du.ClassC,P,3sg.ClassB,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-534,kiow1266,kiow1266-e-complementary-number-p-indexing-marker,-2,simple,P,3sg.ClassB,A,3du.ClassC,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-535,kiow1266,kiow1266-d-d-nonsingular-p-indexing-marker,-1,simple,P,3sg.ClassB,A,3du.ClassC,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-536,kiow1266,kiow1266-e-e-dual-a-indexing-marker,-3,simple,A,3du.ClassC,P,3sg.ClassC,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-537,kiow1266,kiow1266-e-complementary-number-p-indexing-marker,-2,simple,P,3sg.ClassC,A,3du.ClassC,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-538,kiow1266,kiow1266-d-d-nonsingular-p-indexing-marker,-1,simple,P,3sg.ClassC,A,3du.ClassC,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-539,kiow1266,kiow1266-e-e-dual-a-indexing-marker,-3,simple,A,3du.ClassC,P,3pl.ClassC,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-540,kiow1266,kiow1266-e-complementary-number-p-indexing-marker,-2,simple,P,3pl.ClassC,A,3du.ClassC,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-541,kiow1266,kiow1266-d-d-nonsingular-p-indexing-marker,-1,simple,P,3pl.ClassC,A,3du.ClassC,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-542,kiow1266,kiow1266-e-e-dual-a-indexing-marker,-3,simple,A,3du.ClassD,P,3pl.ClassA,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-543,kiow1266,kiow1266-e-complementary-number-p-indexing-marker,-2,simple,P,3pl.ClassA,A,3du.ClassD,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-544,kiow1266,kiow1266-d-d-nonsingular-p-indexing-marker,-1,simple,P,3pl.ClassA,A,3du.ClassD,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-545,kiow1266,kiow1266-e-e-dual-a-indexing-marker,-3,simple,A,3du.ClassD,P,3sg.ClassB,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-546,kiow1266,kiow1266-e-complementary-number-p-indexing-marker,-2,simple,P,3sg.ClassB,A,3du.ClassD,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-547,kiow1266,kiow1266-d-d-nonsingular-p-indexing-marker,-1,simple,P,3sg.ClassB,A,3du.ClassD,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-548,kiow1266,kiow1266-e-e-dual-a-indexing-marker,-3,simple,A,3du.ClassD,P,3sg.ClassC,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-549,kiow1266,kiow1266-e-complementary-number-p-indexing-marker,-2,simple,P,3sg.ClassC,A,3du.ClassD,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-550,kiow1266,kiow1266-d-d-nonsingular-p-indexing-marker,-1,simple,P,3sg.ClassC,A,3du.ClassD,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-551,kiow1266,kiow1266-e-e-dual-a-indexing-marker,-3,simple,A,3du.ClassD,P,3pl.ClassC,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-552,kiow1266,kiow1266-e-complementary-number-p-indexing-marker,-2,simple,P,3pl.ClassC,A,3du.ClassD,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-553,kiow1266,kiow1266-d-d-nonsingular-p-indexing-marker,-1,simple,P,3pl.ClassC,A,3du.ClassD,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-554,kiow1266,kiow1266-ia-pl-indexing-marker,-3,simple,A,3pl.ClassB,P,3sg.ClassA,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-555,kiow1266,kiow1266-0-sg-indexing-marker,-2,simple,P,3sg.ClassA,A,3pl.ClassB,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-556,kiow1266,kiow1266-ia-pl-indexing-marker,-3,simple,A,3pl.ClassB,P,3sg.ClassD,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-557,kiow1266,kiow1266-0-sg-indexing-marker,-2,simple,P,3sg.ClassD,A,3pl.ClassB,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-558,kiow1266,kiow1266-ia-pl-indexing-marker,-3,simple,A,3pl.ClassD,P,3sg.ClassA,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-559,kiow1266,kiow1266-0-sg-indexing-marker,-2,simple,P,3sg.ClassA,A,3pl.ClassD,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-560,kiow1266,kiow1266-ia-pl-indexing-marker,-3,simple,A,3pl.ClassD,P,3sg.ClassD,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-561,kiow1266,kiow1266-0-sg-indexing-marker,-2,simple,P,3sg.ClassD,A,3pl.ClassD,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-562,kiow1266,kiow1266-ia-pl-indexing-marker,-3,simple,A,3pl.ClassB,P,3du.ClassA,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-563,kiow1266,kiow1266-e-dual-p-indexing-marker,-2,simple,P,3du.ClassA,A,3pl.ClassB,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-564,kiow1266,kiow1266-d-d-nonsingular-p-indexing-marker,-1,simple,P,3du.ClassA,A,3pl.ClassB,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-565,kiow1266,kiow1266-ia-pl-indexing-marker,-3,simple,A,3pl.ClassB,P,3du.ClassB,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-566,kiow1266,kiow1266-e-dual-p-indexing-marker,-2,simple,P,3du.ClassB,A,3pl.ClassB,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-567,kiow1266,kiow1266-d-d-nonsingular-p-indexing-marker,-1,simple,P,3du.ClassB,A,3pl.ClassB,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-568,kiow1266,kiow1266-ia-pl-indexing-marker,-3,simple,A,3pl.ClassB,P,3du.ClassC,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-569,kiow1266,kiow1266-e-dual-p-indexing-marker,-2,simple,P,3du.ClassC,A,3pl.ClassB,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-570,kiow1266,kiow1266-d-d-nonsingular-p-indexing-marker,-1,simple,P,3du.ClassC,A,3pl.ClassB,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-571,kiow1266,kiow1266-ia-pl-indexing-marker,-3,simple,A,3pl.ClassB,P,3du.ClassD,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-572,kiow1266,kiow1266-e-dual-p-indexing-marker,-2,simple,P,3du.ClassD,A,3pl.ClassB,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-573,kiow1266,kiow1266-d-d-nonsingular-p-indexing-marker,-1,simple,P,3du.ClassD,A,3pl.ClassB,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-574,kiow1266,kiow1266-ia-pl-indexing-marker,-3,simple,A,3pl.ClassD,P,3du.ClassA,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-575,kiow1266,kiow1266-e-dual-p-indexing-marker,-2,simple,P,3du.ClassA,A,3pl.ClassD,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-576,kiow1266,kiow1266-d-d-nonsingular-p-indexing-marker,-1,simple,P,3du.ClassA,A,3pl.ClassD,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-577,kiow1266,kiow1266-ia-pl-indexing-marker,-3,simple,A,3pl.ClassD,P,3du.ClassB,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-578,kiow1266,kiow1266-e-dual-p-indexing-marker,-2,simple,P,3du.ClassB,A,3pl.ClassD,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-579,kiow1266,kiow1266-d-d-nonsingular-p-indexing-marker,-1,simple,P,3du.ClassB,A,3pl.ClassD,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-580,kiow1266,kiow1266-ia-pl-indexing-marker,-3,simple,A,3pl.ClassD,P,3du.ClassC,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-581,kiow1266,kiow1266-e-dual-p-indexing-marker,-2,simple,P,3du.ClassC,A,3pl.ClassD,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-582,kiow1266,kiow1266-d-d-nonsingular-p-indexing-marker,-1,simple,P,3du.ClassC,A,3pl.ClassD,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-583,kiow1266,kiow1266-ia-pl-indexing-marker,-3,simple,A,3pl.ClassD,P,3du.ClassD,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-584,kiow1266,kiow1266-e-dual-p-indexing-marker,-2,simple,P,3du.ClassD,A,3pl.ClassD,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-585,kiow1266,kiow1266-d-d-nonsingular-p-indexing-marker,-1,simple,P,3du.ClassD,A,3pl.ClassD,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-586,kiow1266,kiow1266-ia-pl-indexing-marker,-3,simple,A,3pl.ClassB,P,3pl.ClassB,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-587,kiow1266,kiow1266-ia-plural-p-indexing-marker,-2,simple,P,3pl.ClassB,A,3pl.ClassB,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
kiow1266-588,kiow1266,kiow1266-d-d-nonsingular-p-indexing-marker,-1,simple,P,3pl.ClassB,A,3pl.ClassB,any,none,non-exemplar,default,,watkins1984kiowa[114-134];zuniga2006inverse[190-199],,DI;AN
